count,date,title,description,org_link,link
1,2024-08-13 13:48:00,"부산창경·롯데벤처스, 일본 진출 스타트업 지원…참여기업 모집",현지기업과의 사업 제휴나 투자 유치를 원하는 7년 미만의 콘텐츠·푸드·뷰티·<b>인공지능</b> 분야 스타트업이면 지원 가능하다. 모집기간은 오는 9월 1일 자정까지다. 롯데벤처스 관계자는 “한일 양국 롯데가 지원하는... ,https://www.sedaily.com/NewsView/2DD01VDH35,https://n.news.naver.com/mnews/article/011/0004379699?sid=102
2,2024-08-13 13:48:00,LG유플러스 &quot;익시 AI 사진으로 광복절 기억하세요&quot;,[사진=LG유플러스] LG유플러스는 광복절을 맞아 서울 마포구에 위치한 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 '익시 포토부스'를 선보였다고 13일 밝혔다. 익시... ,https://www.ajunews.com/view/20240813112631390,https://www.ajunews.com/view/20240813112631390
3,2024-08-13 13:48:00,"DHP, 디지털헬스케어 CRO 에버트라이와 전략적 업무협약 체결",의료 <b>인공지능</b>과 디지털 치료기기 등 소프트웨어 의료기기(SaMD)의 임상시험과 인허가와 관련한 경험과 전문성을 높게 평가받고 있다. 최윤섭 DHP 대표는 “디지털 헬스케어 스타트업이 시장에 진입하기 위해서는... ,https://www.hankyung.com/article/202408130283i,https://n.news.naver.com/mnews/article/015/0005021184?sid=105
4,2024-08-13 13:48:00,"트럼프·머스크 대담, '비트코인·암호화폐' 언급 없었다","13일 블록체인 매체 코인데스크에 따르면 엑스(트위터) 스페이스 서비스를 통해 2시간 넘게 진행된 인터뷰는 불법 이민, 경제, <b>인공지능</b>, 지구 온난화 등 다양한 주제를 다뤘다. 이 인터뷰는 100만명 이상의 청취자를... ",https://www.digitaltoday.co.kr/news/articleView.html?idxno=529272,https://www.digitaltoday.co.kr/news/articleView.html?idxno=529272
5,2024-08-13 13:46:00,"유진투자증권-모트에이아이, 증권업 AI 전환 위한 MOU",사진=유진투자증권 유진투자증권은 모트에이아이와 증권업 <b>인공지능</b>(AI) 전환을 위한 업무협약을 체결했다고 13일 밝혔다. 이번 협약은 기존 증권업 시스템과 프로세스에 최적화된 AI 모델 개발을 목표로 한다.... ,https://www.meconomynews.com/news/articleView.html?idxno=98706,https://www.meconomynews.com/news/articleView.html?idxno=98706
6,2024-08-13 13:46:00,"올인카본, 블록체인 덧입힌 저탄소 '블루 이코노미' 비전 제시","이 대표는 블록체인, <b>인공지능</b>(AI), 사물인터넷(IoT) 등 첨단 기술을 결합한 고품질 탄소 배출권을 개발해 온 기후테크 전문가다. 그는 에너지 효율성과 거래 속도가 뛰어난 해시그래프 기술을 활용한 저탄소 배출... ",https://www.sedaily.com/NewsView/2DD01TEGZF,https://n.news.naver.com/mnews/article/011/0004379697?sid=102
7,2024-08-13 13:46:00,"NH투자증권, 빅데이터 경진대회 'AI로 미국 ETF를 발견하다' 개최",생성형 AI 활용 미국 ETF 분석 주제 총상금 3만9000달러·인턴십 기회 등 제공 [시장경제=전지윤 기자] NH투자증권의 2024 빅데이터 경진대회 'AI(<b>인공지능</b>)로 미국 ETF(상장지수펀드)를 발견하다' 포스터. 사진=NH투자증권... ,https://www.meconomynews.com/news/articleView.html?idxno=98704,https://www.meconomynews.com/news/articleView.html?idxno=98704
8,2024-08-13 13:45:00,"충남대병원 정재욱 교수, 글로벌 의사과학자 양성 사업에 선정",정 교수는 이러한 폐암 오가노이드 연구의 근본적인 문제점을 해결하기 위해 ‘오가노이드의 3차원 이미지’와 ‘멀티 오믹스 빅데이터’를 <b>인공지능</b>으로 분석해 실시간으로 폐암 오가노이드의 특성·상태를 확인할 수... ,http://www.inews24.com/view/1752556,https://n.news.naver.com/mnews/article/031/0000861575?sid=102
9,2024-08-13 13:45:00,데이터센터 '코리아 패싱' 시작됐다…韓 발길 돌리는 빅테크,업계 관계자는 “A사는 아시아태평양 지역에 <b>인공지능</b>(AI) 데이터센터 거점을 만들기 위해 수 조원대 투자를 계획했지만 한국의 경우 데이터센터 설립 허가에만 수 년이 걸릴 수 있다는 내부 우려가 나왔다”면서 “결국 AI... ,https://www.etnews.com/20240813000203,https://n.news.naver.com/mnews/article/030/0003231326?sid=105
10,2024-08-13 13:45:00,"한국웹툰산업협회, 웹툰 플랫폼 대시툰과 한국 웹툰 해외 진출 협력","또한 작가가 창작한 스토리(이야기)를 생성형 <b>인공지능</b>(AI)을 이용해 웹툰으로 변환, 이용자에게 손쉽게 선보일 수 있는 서비스를 제공하고 있다. 이번 협약은 지난해 9월 한국웹툰산업협회와 구글플레이가 한국... ",http://www.inews24.com/view/1752551,https://n.news.naver.com/mnews/article/031/0000861577?sid=105
11,2024-08-13 13:44:00,"가우스랩스, AI 기반 가상 계측 설루션 '파놉테스 VM 2.0' 출시",/가우스랩스 SK하이닉스가 투자한 산업용 <b>인공지능</b>(AI) 기업 가우스랩스가 AI 기반 가상 계측 설루션 '파놉테스(Panoptes) VM' 2.0 버전을 출시했다고 13일 밝혔다. 파놉테스 VM은 장비에 설치된 센서에서 수집한 데이터를... ,http://www.metroseoul.co.kr/article/20240813500278,http://www.metroseoul.co.kr/article/20240813500278
12,2024-08-13 13:44:00,"김만배·신학림 보도한 뉴스타파가 아직도? 與, 양대 포털 뉴스제휴 손본다",네이버 뉴스혁신포럼 구성원은 최성준 전 방송통신위원장(위원장)·김용대 한국<b>인공지능</b>학회 회장·김위근 퍼블리시 최고연구책임자·김은미 서울대 언론정보학과 교수·김준기 서울대 행정대학원 교수·이문한 김앤장... ,https://www.pennmike.com/news/articleView.html?idxno=86014,https://www.pennmike.com/news/articleView.html?idxno=86014
13,2024-08-13 13:43:00,"화성시, 농촌리빙랩 시민참여단 모집","스마트도시 리빙랩이란 자신이 거주하는 지역 문제를 <b>인공지능</b>(AI)과 빅데이터, 사물인터넷 등 새로운 정보통신 기술로 해결방안을 찾아 시와 함께 해결해가는 시민참여 정책을 말한다. 시는 앞서 6월 궁평항을 대상으로... ",http://news.tf.co.kr/read/national/2124547.htm,https://n.news.naver.com/mnews/article/629/0000312822?sid=102
14,2024-08-13 13:42:00,"LG전자, 서바이벌 리얼리티쇼 제작...AI 가전 편리함 알린다",LG전자는 LG <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼 ‘하우스 오브 서바이벌’을 아마존 온라인동영상서비스(OTT)인 프라임 비디오에 론칭했다고 13일 밝혔다. 하우스 오브... ,https://www.hellot.net/news/article.html?no=92534,https://www.hellot.net/news/article.html?no=92534
15,2024-08-13 13:42:00,"[대구가톨릭대 소식] 대구가톨릭대 김소연 씨, 전국영양사학술대회서 우수논문...","RIS모비릴티디지털전환사업단은 전문인재 양성과 기술 고도화를 목표로 ▲기계, <b>인공지능</b>-소프트웨어, 전자, 디자인 분야의 융합 교육 ▲개방형 메타버스 기반 모빌리티 교육시스템 구축 ▲지역 기업 및 연구기관과... ",http://www.ilyoseoul.co.kr/news/articleView.html?idxno=491704,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=491704
16,2024-08-13 13:42:00,"유진투자증권-모트에이아이, 증권업 AI 전환 업무협약",유진투자증권과 모트에이아이가 증권업 <b>인공지능</b>(AI) 전환을 위한 업무협약(MOU)을 체결했다고 13일 밝혔다. 이번 업무협약은 기존 증권업 시스템과 프로세스에 최적화된 AI 모델 개발을 목적으로 체결됐다.... ,https://www.newspim.com/news/view/20240813000548,https://www.newspim.com/news/view/20240813000548
17,2024-08-13 13:40:00,"버티브, AI 데이터센터 전력 수요 지원하는 차세대 UPS 공개",<b>인공지능</b>(AI)과 고성능 컴퓨팅(HPC)의 컴퓨팅 및 냉각 요구사항 증가로 인해 전 세계 데이터센터의 전력 수요는 오는 2026년 2022년 대비 두 배로 증가할 것으로 전망된다. 버티브는 이로 인해 AI 컴퓨팅을 실행하는... ,https://www.ddaily.co.kr/page/view/2024081313330683453,https://n.news.naver.com/mnews/article/138/0002179917?sid=105
18,2024-08-13 13:40:00,이창희 삼성D 연구소장 “AI는 디스플레이 시장의 새 성장기회 될 것”,"“<b>인공지능</b>(AI)의 부상은 디스플레이 산업에도 기회가 됐다.그동안 디스플레이의 적용분야가 제한적이었다면, AI가 부상하면서 새로운 기회를 창출할 것이다.” 이창희 삼성디스플레이 디스플레이연구소장(부사장)... ",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408130850544000084,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408130850544000084
19,2024-08-13 13:40:00,전력망 확충 시급…'뉴노멀' 된 전력수요 100GW 시대,"기후위기로 인한 폭염과 <b>인공지능</b>(AI) 시대 본격화 등으로 해마다 전력 수요가 급증하면서 전력 총수요 '100GW 시대'가 뉴노멀이 된 모습이다. 지난해 8월 7일(100.571GW), 지난해 8월 8일(100.254GW)을 넘어 역대 최대로 높은... ",https://www.smartfn.co.kr/article/view/sfn202408130034,https://www.smartfn.co.kr/article/view/sfn202408130034
20,2024-08-13 13:40:00,"SK하이닉스, 식각 공정에 'AI' 도입…제조 공정 혁신 나선다","가우스랩스, 파놉테스 VM 2.0 출시 계측 품질과 사용자 편의 동시 개선 SK하이닉스가 반도체 회로 패턴을 만드는 식각 공정에 'AI(<b>인공지능</b>) 솔루션'을 도입해 생산 수율을 높인다. 산업용 AI 기술력을 바탕으로 글로벌... ",https://www.asiatoday.co.kr/view.php?key=20240813010007130,https://www.asiatoday.co.kr/view.php?key=20240813010007130
21,2024-08-13 13:40:00,"충남대병원 정재욱 교수, 글로벌 의사과학자(리더) 양성 사업에 선정",정 교수는 ‘오가노이드의 3차원 이미지’와 ‘멀티 오믹스 빅데이터’를 AI(<b>인공지능</b>)로 분석해 실시간 폐암 오가노이드의 특성 및 상태를 확인할 수 있도록 하는 연구를 수행할 예정이다. 현재 폐암 오가노이드 상태를... ,https://www.wikitree.co.kr/articles/975076,https://www.wikitree.co.kr/articles/975076
22,2024-08-13 13:39:00,"헬스케어·XR에 미래차까지…삼성·LG, 첨단 디스플레이 대공개","삼성디스플레이와 LG디스플레이의 임원진들은 이날 행사에서 미래 디스플레이가 헬스케어와 확장현실(XR), <b>인공지능</b>(AI) 등 각 첨단산업에 어떻게 적용될 것인지 제시하고 각 사의 미래 먹거리로 키우겠다는 포부를... ",https://www.newsis.com/view/NISX20240813_0002847899,https://n.news.naver.com/mnews/article/003/0012726165?sid=101
23,2024-08-13 13:38:00,"미래에셋증권, '마스터스 아카데미 1기' 출범 기념 행사 개최",이번 행사에서는 '마스터스 아카데미' 출범을 기념하여 한국<b>인공지능</b>협회 권영우 부회장의 'ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석'을 주제로 세미나를 실시한다. 또한 2023년 2월부터 진행된 '금융&amp;아트... ,http://www.asiaa.co.kr/news/articleView.html?idxno=182649,http://www.asiaa.co.kr/news/articleView.html?idxno=182649
24,2024-08-13 13:38:00,"제주, 드론·AI 활용해 교통정체 해소한다",제주자치경찰단 제주가 드론과 <b>인공지능</b>(AI)을 활용한 첨단 시뮬레이터 시스템을 도입해 교통정체 해소에 나선다. 제주특별자치도 자치경찰단은 '2022~2023년 지자체 <b>지능</b>형 교통체계 국고보조사업' 일환으로 사업비... ,http://www.samdailbo.com/news/articleView.html?idxno=231683,http://www.samdailbo.com/news/articleView.html?idxno=231683
25,2024-08-13 13:38:00,김영찬 부천고 교장 &quot;부천과학고로 4차산업 미래 선도할 것&quot;,"김 교장은 &quot;4차 산업혁명시대 <b>인공지능</b>은 기존의 지식 기반 역량을 대신하고 있고 이를 뛰어 넘는 사고, 창의성, 의사소통, 협업능력을 키우는 과학과 예술을 융합한 교육 방향으로 부각되고 있어 미래사회의 변화와... ",https://www.joongboo.com/news/articleView.html?idxno=363665442,https://www.joongboo.com/news/articleView.html?idxno=363665442
26,2024-08-13 13:38:00,"펫타버스, 시리즈 A 투자 IR로 100억원 확보","펫타버스는 CES 2023에서 기술혁신상을 수상한 '<b>인공지능</b> 기반 반려동물 신원확인 방법 및 시스템' 기술을 인수해 글로벌 등록 특허를 보유하고, R&amp;D를 진행 중이다. 이를 활용한 PET FACE ID를 위해 반려동물 데이터 50만... ",https://www.etnews.com/20240813000193,https://n.news.naver.com/mnews/article/030/0003231319?sid=101
27,2024-08-13 13:38:00,"가평군, '<b>인공지능</b>' 투명페트병 무인 회수기 시범 운영",'1개당 10포인트 적립…물품 등을 구매할 수 있어' 아주경제=가평=임봉재 기자 bansugi@ajunews.com 투명페트병 무인 회수기[사진=가평군] 경기 가평군(군수 서태원)은 <b>인공 지능</b>형 사물인터넷(AloT) 기술이 도입된 투명페트병... ,https://www.ajunews.com/view/20240813125420450,https://www.ajunews.com/view/20240813125420450
28,2024-08-13 13:38:00,"대전대, '2024년 영재키움 프로젝트 SW·AI 창의융합캠프' 개최","학생들은 미래 사회에 필요한 융합적 기술을 배우기 위해 SW.AI 프로그램을 초등, 중/고등 과정으로 나누어 <b>인공지능</b>(AI) 코딩, 머신러닝 코딩, ChatGPT을 활용한 아두이노 센서 제어 교육과 이를 바탕으로 자신만의... ",https://news.unn.net/news/articleView.html?idxno=567164,https://news.unn.net/news/articleView.html?idxno=567164
29,2024-08-13 13:38:00,파리올림픽 K-콘텐츠존 '대성황' 2만 7천 명 운집,"첫 번째 테마 K-POP은 전 세계적인 주목을 받고 있는 <b>인공지능</b>(AI), 확장현실(XR) 기술과 미디어아트를 활용한 SM엔터테인먼트와 앰버린의 에스파(aespa) 'MY DRAMA'를 선보였다. 두 번째 테마 K-HERITAGE는 한국의 전통과 역사... ",https://www.khgames.co.kr/news/articleView.html?idxno=231024,https://www.khgames.co.kr/news/articleView.html?idxno=231024
30,2024-08-13 13:38:00,"'상반기 오름세' 미래에셋증권, 하반기 전략과 밸류업",일례로 지난 5월 <b>인공지능</b>(AI)을 활용해 개인 맞춤형 포트폴리오를 제작하고 투자를 추천해주는 웰스테크 서비스를 모바일 트레이딩 시스템(MTS)을 출시했다. 미래에셋증권은 KB증권과 NH투자증권에 비해 글로벌 사업... ,http://www.updownnews.co.kr/news/articleView.html?idxno=309318,http://www.updownnews.co.kr/news/articleView.html?idxno=309318
31,2024-08-13 13:38:00,"특허청, ‘지식재산과 혁신’ 제7호 발간","이미지 생성 <b>인공지능</b>(AI)을 활용한 산업디자인 창작 등 국내외 최신 지재권 쟁점 수록[보안뉴스 박미영 기자] 특허청은 국민의 지식재산에 대한 관심과 이해를 제고하기 위해 지식재산 분야의 판례, 국내외 정책 동향... ",http://www.boannews.com/media/view.asp?idx=131990&kind=,http://www.boannews.com/media/view.asp?idx=131990&kind=
32,2024-08-13 13:37:00,"충남대병원, 복지부 '글로벌 의사과학자 양성사업' 선정",정 교수는 <b>인공지능</b>을 활용해 폐암 오가노이드(줄기세포를 이용한 장기 유사체)의 3차원 이미지와 빅테이를 분석하는 연구를 진행한다. 폐암 오가노이드는 신약 및 <b>인공</b>장기 개발을 위해 활용할 수 있지만 실시간으로... ,https://www.news1.kr/local/daejeon-chungnam/5509537,https://n.news.naver.com/mnews/article/421/0007727742?sid=102
33,2024-08-13 13:37:00,"강원도, 초광역 바이오협력체계 구축…인천시·셀트리온과 업무협약 체결","강원 바이오 국가첨단전략산업 특화단지 구상에 따르면 춘천·홍천은 <b>인공지능</b>(AI) 기반 신약개발과 중소형 위탁개발생산 거점으로 육성된다. 이를 위한 인프라 구축, 연구개발사업, 국공유 재산 사용료 면제, 조세 및... ",https://www.etnews.com/20240813000190,https://n.news.naver.com/mnews/article/030/0003231316?sid=102
34,2024-08-13 13:36:00,"넥스원소프트, 한국소비자원에 'AI 비정형 가명처리 솔루션' 공급",넥스원소프트가 한국소비자원의 '<b>지능</b>형 위해정보 통합처리 플랫폼 구축 사업'에 <b>인공지능</b>(AI) 기반의 비정형 데이터 가명처리 솔루션 '이노버 디아이디(Innover De-ID)'를 공급했다. 한국소비자원의 플랫폼 구축사업은 최근... ,https://www.ziksir.com/news/articleView.html?idxno=66153,https://www.ziksir.com/news/articleView.html?idxno=66153
35,2024-08-13 13:36:00,"삼성전자-트렉바이시클, ‘갤럭시 워치 울트라’ 체험 프로그램 진행","참여하면 갤럭시 워치 울트라의 다양한 <b>인공지능</b>(AI) 운동 코칭 기능을 체험할 수 있다. 약 4분 정도 사이클링을 하면 운동 강도 지표인 FTP를 측정할 수 있으며, 사용자 심폐 능력을 분석해 최적화된 운동 강도를 제안하는... ",https://www.busan.com/view/busan/view.php?code=2024081313304304386,https://n.news.naver.com/mnews/article/082/0001283796?sid=101
36,2024-08-13 13:36:00,[마켓 나우] 주가폭락 원인이라는 ‘AI 거품론’의 진실,"‘<b>인공지능</b>(AI) 거품론’도 이번 증시 대란에 한몫했다. 최근 월가에서 AI가 기대만큼 수익을 창출하지 못했지만, 투자만 과도하다는 ‘AI 거품론’이 제기됐다. 특히, ‘매그니피센트 세븐’(M7)이라 불리는 7개... ",https://news.koreadaily.com/2024/08/12/society/opinion/20240812213501767.html,https://news.koreadaily.com/2024/08/12/society/opinion/20240812213501767.html
37,2024-08-13 13:36:00,구글·MS 국내 웹검색 점유율 40%… 네이버 &quot;AI 고도화로 대응&quot;,해외 정보기술(IT)기업들이 <b>인공지능</b>(AI)으로 검색시장에 도전장을 내밀었으며 사용자 이용 패턴 역시 텍스트보다 이미지·영상 등을 기반 검색 방식으로 변화하고 있는 이유에서다. 네이버는 점유율을 방어하기 위해... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=281875,https://www.pinpointnews.co.kr/news/articleView.html?idxno=281875
38,2024-08-13 13:36:00,국립창원대 &quot;경남 고교생 AI로봇 해커톤 대회 성료···확대 운영할 터&quot;,"최근 세계 최대 IT 박람회인 'CES 2024'의 주제로 선정될 만큼 화두가 된 <b>인공지능</b> 기술을 활용한 지구적 문제 해결과 관련해 참가자들이 <b>인공지능</b> 기술이 지역 문제 해결의 핵심기술이라는 점을 인식·경험하고, 나아가... ",https://www.newsgn.com/news/articleView.html?idxno=433037,https://www.newsgn.com/news/articleView.html?idxno=433037
39,2024-08-13 13:35:00,"SK하이닉스, 식각공정에 가우스랩스 'AI 가상계측 솔루션' 도입",SK하이닉스(000660)가 투자한 산업용 <b>인공지능</b>(AI) 기업 가우스랩스가 AI 기반 가상 계측 솔루션 ‘파놉테스 2.0’을 출시했다고 13일 밝혔다. 이 솔루션은 장비에 설치된 센서에서 수집한 데이터를 활용해 제조 공정 결과를... ,https://www.sedaily.com/NewsView/2DD01K0CN2,https://n.news.naver.com/mnews/article/011/0004379687?sid=101
40,2024-08-13 13:34:00,"시스코, 정부 주도 '서울 AI 기업 서약' 동참 선언","삼성전자, KT, 마이크로소프트, 구글, 오픈 AI 등 국내외 <b>인공지능</b>(AI) 관련 기업 14곳이 참여 의사를 밝혔으며 △국제 표준 개발을 위한 협력 강화 △지속가능한 AI 발전과 혁신을 위한 시스템 개발 및 투자... ",http://www.itdaily.kr/news/articleView.html?idxno=226054,http://www.itdaily.kr/news/articleView.html?idxno=226054
41,2024-08-13 13:34:00,"휴런, 태국 마히돌대학 시리라즈 병원과 연구 협약 체결","휴런 박찬익 부사장, 마히돌대학 Yodchanan Wongsawat 교수, 연구책임자 Pipat Chiewvit 교수 <b>인공지능</b> 기업 휴런(대표 신동훈)은 최근 태국 방콕에서 마히돌대학교 시리라즈 병원과 연구 협약을 맺었다고 밝혔다.... ",http://www.bokuennews.com/news/article.html?no=247833,http://www.bokuennews.com/news/article.html?no=247833
42,2024-08-13 13:34:00,삼성D &quot;OLED 발광체 효율성 극대화한 소재 개발&quot;,삼성디스플레이와 LG디스플레이가 <b>인공지능</b>(AI) 시장을 겨냥한 디스플레이로 나란히 유기발광다이오드(OLED)를 지목했다. 삼성디스플레이는 고효율 발광체와 설계 등 개발을 통해 온디바이스 AI 시장을 공략한단... ,https://www.sisajournal-e.com/news/articleView.html?idxno=404960,https://www.sisajournal-e.com/news/articleView.html?idxno=404960
43,2024-08-13 13:34:00,"종합순위 8위 파리올림픽 선전, '한돈'도 일조했다",해당 시리즈는 생성형 AI(<b>인공지능</b>)를 활용한 콘텐츠로 참신하고 신선한 방법으로 제작했다는 점이 눈길을 끌었다. 또 다 함께 실제로 춤을 추며 선수단을 응원하는 '국돼 응원가 댄스챌린지'도 전개했다. 인기 남성 듀오... ,http://www.agrinet.co.kr/news/articleView.html?idxno=329913,http://www.agrinet.co.kr/news/articleView.html?idxno=329913
44,2024-08-13 13:34:00,"KT대구경북광역본부·중기 경북지역본부, 경영 안정 지원 MOU 체결","대구 북구 KT북대구빌딩에서 협약식을 진행한 양 기관은 경북 중소기업의 성장과 발전을 위해 '중기중앙회 지원사업 활성화 디지털 전환 인프라 지원', 'AI(<b>인공지능</b>)를 활용한 물류 자동화 환경 조성 운영 비용 절감 및... ",https://www.kyongbuk.co.kr/news/articleView.html?idxno=4016850,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4016850
45,2024-08-13 13:34:00,"알피바이오, 생성형AI 콘텐츠 공개…MZ세대 소통",알피바이오가 MZ세대 지원 국책사업인 ‘일 경험 청년’ 협업을 통해 생성형 <b>인공지능</b>(AI) 기술을 적용한 기업 홍보 콘텐츠를 공개했다고13일 밝혔다. 알피바이오는 지난 5월부터 고용노동부가 주관 ‘미래 내일 일... ,https://www.dailypharm.com/Users/News/NewsView.html?ID=314436&REFERER=NP,https://www.dailypharm.com/Users/News/NewsView.html?ID=314436&REFERER=NP
46,2024-08-13 13:33:00,"중부발전, VPP고도화로 에너지플랫폼 시장 선점…V2G 등 신사업 `앞장`",<b>인공지능</b>(AI) 학습을 통한 발전량 예측 알고리즘을 강화해 전력계통 안정화에도 기여하고 있다. 또 전국을 대상으로 전력중개자원 태양광·풍력 724㎿를 모집·운영하고 있다. 이는 표준석탄화력 1기인 500㎿를... ,https://www.dt.co.kr/contents.html?article_no=2024081302109958050001&ref=naver,https://n.news.naver.com/mnews/article/029/0002894934?sid=101
47,2024-08-13 13:32:00,"충남대병원 정재욱 교수, 글로벌 의사과학자 양성 사업 선정",정재욱 교수는 이러한 폐암 오가노이드 연구의 근본적인 문제점을 해결하기 위해서 '오가노이드의 3차원 이미지'와 '멀티 오믹스 빅데이터'를 <b>인공지능</b>으로 분석해 실시간으로 폐암 오가노이드의 특성 및 상태를 확인할... ,https://www.joongdo.co.kr/web/view.php?key=20240813010003455,https://www.joongdo.co.kr/web/view.php?key=20240813010003455
48,2024-08-13 13:32:00,현재 전술적 교정 단계…모간스탠리가 픽한 AI 관련주,<b>인공지능</b> 기업들이 대체로 불안정한 한 주를 보내고 관망세에 돌입한 가운데 모간스탠리가 유럽 주식 가능성을 높게 평가했다. CNBC는 12일(현지 시각) 모간스탠리의 연구 노트를 인용해 &quot;1990년대 연착륙과 유사한... ,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202408130103&t=NN,https://n.news.naver.com/mnews/article/215/0001175091?sid=101
49,2024-08-13 13:30:00,"CJ대한통운, 2분기 최대 실적…&quot;수익성까지 좋아진다&quot;","CJ대한통운 풀필먼트 서비스의 경쟁력은 <b>인공지능</b>(AI)·로봇 기반의 자동화와 데이터 기반 운영 최적화 기술에 있다. 이를 통해 물류센터 운영 비용을 획기적으로 낮추고, 고객사별 맞춤형 서비스 제공이 가능해졌다.... ",https://www.newsis.com/view/NISX20240813_0002848051,https://n.news.naver.com/mnews/article/003/0012726137?sid=101
50,2024-08-13 13:30:00,전남대 철학과 동아리 제작 단편영화 '모래집' KBS 열린채널 방영,"전남대 김민서, 박세은(이상 철학과), 김수민(심리학과) 등 재학생 10여 명이 참여해 만든 '모래집'은 '사랑하는 사람을 <b>인공지능</b>으로 되살릴 수 있다면 어떻게 될까?'라는 의문에서 시작돼, 사고로 소중한 사람을 잃은... ",http://www.kyosu.net/news/articleView.html?idxno=123320,http://www.kyosu.net/news/articleView.html?idxno=123320
51,2024-08-13 13:30:00,"세종시, 차세대 AI 활용 교통상황 예측 나선다",세종시는 과학기술정보통신부 ‘차세대 <b>인공지능</b>(AI) 융합’ 공모사업 선정에 따라 <b>인공지능</b> 기술을 통한 도시 교통 문제 해결에 나선다고 13일 밝혔다. 이 사업은 2024년부터 2027년까지 총사업비 68억2500만 을 모두 국비로... ,http://www.shinailbo.co.kr/news/articleView.html?idxno=1916930,http://www.shinailbo.co.kr/news/articleView.html?idxno=1916930
52,2024-08-13 13:30:00,"코어라인소프트, 'AVIEW PE' 의료기기 허가 획득","AVIEW PE(Pulmonary Embolism, PE)는 <b>인공지능</b>을 기반으로 폐색전증을 자동으로 검출하고 진단을 보조하는 소프트웨어다. 코어라인소프트에 따르면 AVIEW PE는 폐색전이 의심되는 부위를 직접 표시해 의료진이 폐색전증의... ",http://www.bokuennews.com/news/article.html?no=247830,http://www.bokuennews.com/news/article.html?no=247830
53,2024-08-13 13:30:00,"서울사이버대, 하반기 2차 신·편입생 모집",정보보호학과·전기전자공학과·기계제어공학과·<b>인공지능</b>학과) △디자인대학(멀티미디어디자인학과·건축공간디자인학과·웹문예창작학과·뷰티디자인학과) △문화예술대학(문화예술경영학과·실용음악과... ,http://www.m-i.kr/news/articleView.html?idxno=1149603,http://www.m-i.kr/news/articleView.html?idxno=1149603
54,2024-08-13 13:28:00,"에이블리 남성 패션 앱 4910(사구일공), 누적 다운로드 수 100만 돌파…",‘4910(사구일공)’은 '<b>인공지능</b>(AI) 개인화 추천 기술' 기반 남성 전문 스타일 커머스다. '10세부터 49세까지 폭넓은 남성 패션 취향을 반영한다'라는 의미와 합리적인 가격으로 다양한 상품을 '사고 싶은(4910) 플랫폼... ,http://www.globalepic.co.kr/view.php?ud=20240813132653665248439a4874_29,http://www.globalepic.co.kr/view.php?ud=20240813132653665248439a4874_29
55,2024-08-13 13:28:00,"도성훈 인천시교육감, “학생들의 새로운 생각, 새로운 도전 돕겠다”","'<b>인공지능</b>과 함께 미리 체험하는 스타트업' 강의를 진행한 가톨릭대학교 교수는 “꿈이음대학에 참여하는 학생들은 어떤 대학생들보다 적극적이고, 기민하게 학습을 받아들여 매 시간마다 굉장히 놀랐다&quot;며... ",https://www.ekn.kr/web/view.php?key=20240813021362742,https://www.ekn.kr/web/view.php?key=20240813021362742
56,2024-08-13 13:28:00,"경남도, <b>인공지능</b> 활용해 복지사각지대 집중 발굴한다","<b>인공지능</b>이 직접 초기 상담 수행...복지행정력 부족 현상 해소 기대[보안뉴스 박미영 기자] “OOO님, 안녕하세요? 저는 경남도 OO시군 OO읍면동 <b>인공지능</b>(AI) 상담 복지봇입니다. 복지도움이 필요한 상황인지 확인하기... ",http://www.boannews.com/media/view.asp?idx=131996&kind=,http://www.boannews.com/media/view.asp?idx=131996&kind=
57,2024-08-13 13:28:00,"마포구, 청년·경력단절 여성 위한 AI 활용 취업·창업 특강 개최","마포구 서울시 마포구는 청년과 경력단절 여성을 대상으로 <b>인공지능</b>에 대한 이해를 돕고, 이를 통한 취창업의 기회를 확대하고자 전문가와 함께하는 릴레이 특강을 개최한다고 13일 밝혔다. 이번 특강은 9월4일부터... ",https://www.skyedaily.com/news/news_view.html?ID=242892,https://www.skyedaily.com/news/news_view.html?ID=242892
58,2024-08-13 13:28:00,"HSAD, 업계 최초 마케팅 AI 플랫폼 상용화",HSAD는 마케팅 크리에이티브 업무 전반을 생성형 <b>인공지능</b>(AI)으로 진행할 수 있는 통합 마케팅 AI 플랫폼 'DASH.AI(대시 AI)'를 국내 광고업계 최초로 상용화했다고 13일 밝혔다. 대시 AI의 '대시'는 HSAD의 철자를... ,http://www.fnnews.com/news/202408131108006186,https://n.news.naver.com/mnews/article/014/0005227062?sid=101
